,city name,country,date,latitude,longitude,max temperature,humidity,cloudiness,wind speed
372,Vila Velha,BR,1578261835,-3.71,-38.6,86.0,74,40,9.17
373,Vila do Maio,CV,1578261835,15.13,-23.22,73.4,53,25,20.8
374,Khatanga,RU,1578261835,71.98,102.47,-8.95,88,100,6.8
375,Naze,NG,1578261835,5.43,7.07,75.2,73,82,4.21
376,Salalah,OM,1578261836,17.01,54.1,75.2,78,75,3.36
377,Miri,NG,1578261836,10.31,9.75,68.27,33,68,6.49
378,Meridian,US,1578261621,43.61,-116.39,39.99,100,75,5.82
379,Suslovo,RU,1578261836,56.22,88.12,22.19,89,98,9.19
380,Vitim,RU,1578261836,59.44,112.57,12.65,92,100,11.68
381,Zaoyang,CN,1578261836,32.12,112.76,41.97,91,100,5.03
382,Cururupu,BR,1578261836,-1.82,-44.87,78.22,85,100,3.89
383,Necochea,AR,1578261804,-38.55,-58.74,64.0,90,92,8.01
384,Gorontalo,ID,1578261837,0.54,123.06,73.54,96,100,4.68
385,Sainte-Rose,CA,1578261837,45.61,-73.79,21.2,62,75,11.41
386,Beyneu,KZ,1578261837,45.32,55.19,27.82,75,76,4.76
387,Mokhsogollokh,RU,1578261837,61.4,128.95,-2.6,98,100,1.79
388,Fare,PF,1578261837,-16.7,-151.02,81.37,77,67,10.74
389,Aksarka,RU,1578261683,66.56,67.8,15.76,85,0,17.25
390,Brewster,US,1578261577,41.76,-70.08,37.4,55,1,6.93
391,The Valley,AI,1578261838,18.22,-63.06,82.4,69,40,9.17
392,Haines Junction,CA,1578261838,60.75,-137.51,-11.18,90,1,3.36
393,Nemuro,JP,1578261838,43.32,145.57,26.94,66,49,25.9
394,Quatre Cocos,MU,1578261554,-20.21,57.76,73.4,100,75,9.17
395,Pedasi,PA,1578261838,7.53,-80.03,82.58,72,26,16.26
396,Cervo,BR,1578261838,-22.19,-46.24,72.07,90,44,2.51
397,Mangrol,IN,1578261839,25.33,76.51,54.93,54,0,5.37
398,Washougal,US,1578261839,45.58,-122.35,50.0,75,90,13.87
399,Gornyy,RU,1578261839,51.76,48.54,30.25,96,97,8.57
400,Cananeia,BR,1578261839,-25.01,-47.93,76.59,78,84,3.33
401,Marawi,PH,1578261839,8.0,124.29,71.01,89,33,10.0
402,Orchard Homes,US,1578261611,46.86,-114.05,39.2,41,20,12.75
403,Hamilton,CA,1578261673,43.26,-79.87,36.0,80,75,5.82
404,Saint John,CA,1578261572,45.28,-66.06,28.0,92,90,19.46
405,Robertsport,LR,1578261547,6.75,-11.37,80.67,67,15,11.52
406,Moranbah,AU,1578261839,-22.0,148.04,73.99,81,13,11.25
407,Nova Venecia,BR,1578261711,-18.71,-40.4,76.69,89,100,3.04
408,Solnechnyy,RU,1578261839,50.72,136.64,-2.0,86,0,2.57
409,Lazi,HR,1578261839,45.57,14.64,44.01,25,0,3.36
410,Riyadh,SA,1578261557,24.63,46.72,50.0,87,0,5.82
411,College,US,1578261839,64.86,-147.8,-14.01,66,75,3.36
412,Koster,ZA,1578261839,-25.86,26.9,70.02,56,47,2.44
413,Nuuk,GL,1578261788,64.17,-51.74,14.0,85,90,17.22
414,Sydney,AU,1578261572,-33.85,151.22,71.6,64,75,12.75
415,Zhigansk,RU,1578261840,66.77,123.37,-10.32,94,100,15.64
416,San Diego,US,1578261252,32.72,-117.16,71.01,72,40,9.17
417,Ribeira Grande,PT,1578261840,38.52,-28.7,64.4,93,40,13.87
418,Guiratinga,BR,1578261840,-16.35,-53.76,81.66,66,64,1.19
419,Poronaysk,RU,1578261840,49.22,143.1,11.8,75,0,13.51
420,San Vicente,EC,1578261840,-0.59,-80.41,78.8,78,75,5.82
421,Iqaluit,CA,1578261633,63.75,-68.52,-20.2,61,90,2.24
422,Abdanan,IR,1578261840,32.99,47.42,39.54,69,0,1.54
423,Hrubieszow,PL,1578261840,50.8,23.89,28.74,86,30,5.21
424,Umba,RU,1578261840,66.69,34.34,24.1,72,33,20.8
425,Dancheng,CN,1578261840,33.63,115.18,41.22,91,100,10.51
426,Novaya Ladoga,RU,1578261840,60.11,32.31,26.42,82,96,4.29
427,Haukipudas,FI,1578261841,65.17,25.5,26.6,92,90,10.29
428,Dolores,UY,1578261841,-33.53,-58.22,88.0,49,75,1.99
429,Lazaro Cardenas,MX,1578261841,28.39,-105.62,71.01,20,20,8.05
430,Bireun,ID,1578261812,5.2,96.7,65.97,95,52,0.36
431,Mehamn,NO,1578261841,71.03,27.85,28.4,79,20,9.17
432,Svetlogorsk,RU,1578261841,53.14,59.15,28.4,92,90,11.18
433,Jasidih,IN,1578261841,24.51,86.65,55.74,65,0,6.87
434,Kodiak,US,1578261841,39.95,-94.76,51.8,36,1,13.87
435,Sinegorskiy,RU,1578261841,48.01,40.84,33.64,86,100,5.32
436,Dryden,CA,1578261841,49.79,-92.84,21.2,79,90,19.46
437,Maryborough,AU,1578261841,-25.54,152.7,75.29,83,100,3.56
438,Kavaratti,IN,1578261832,10.57,72.64,79.97,63,0,3.85
439,Billings,US,1578261631,45.79,-108.5,41.0,27,75,13.87
440,Iquique,CL,1578261842,-20.22,-70.14,77.0,50,40,10.29
441,Mount Gambier,AU,1578261842,-37.83,140.78,55.4,76,9,8.05
442,Cayenne,GF,1578261604,4.94,-52.33,78.8,88,90,2.24
443,Nome,US,1578261842,30.04,-94.42,73.99,43,1,8.05
444,Faya,SA,1578261842,18.39,42.45,59.0,87,20,6.93
445,Sorland,NO,1578261842,67.67,12.69,37.4,86,75,6.93
446,Igarka,RU,1578261842,67.47,86.57,16.7,93,94,12.55
447,Kaitangata,NZ,1578261842,-46.28,169.85,53.01,62,80,18.01
448,Isabela,PH,1578261842,10.2,122.99,69.71,96,44,8.08
449,Podor,MR,1578261842,16.65,-14.96,73.4,28,0,4.7
450,Hinton,CA,1578261842,53.4,-117.57,27.43,66,100,15.14
451,Pontianak,ID,1578261842,-0.02,109.34,73.0,98,57,0.85
452,Turukhansk,RU,1578261792,65.8,87.96,20.98,94,100,15.28
453,Avera,US,1578261843,33.19,-82.53,57.2,40,1,8.05
454,Abu Zabad,SD,1578261843,12.35,29.25,60.49,16,0,13.2
455,Evanston,US,1578261843,42.04,-87.69,43.0,60,75,17.22
456,Namatanai,PG,1578261843,-3.66,152.44,82.56,76,88,5.79
457,Saryg-Sep,RU,1578261843,51.49,95.55,-12.66,94,0,0.85
458,Druzhba,UA,1578261843,52.05,33.94,29.21,91,92,8.25
459,Mmabatho,ZA,1578261843,-25.85,25.61,69.8,73,39,3.36
460,Mayor Pablo Lagerenza,PY,1578261544,-19.93,-60.77,100.11,27,74,11.05
461,Dubti,ET,1578261843,11.74,41.09,78.98,63,3,19.93
462,Dinguiraye,GN,1578261843,11.29,-10.71,68.5,13,49,2.82
463,Kalino,BG,1578261843,43.47,26.98,32.0,75,15,7.0
464,Pangnirtung,CA,1578261843,66.15,-65.72,-29.2,43,75,4.7
465,Do Gonbadan,IR,1578261844,30.36,50.8,44.6,70,0,1.86
466,Qarqin,AF,1578261730,37.41,66.03,45.59,76,100,3.42
467,Nangong,CN,1578261844,37.36,115.37,34.27,96,100,6.76
468,Barguzin,RU,1578261844,53.62,109.63,4.51,91,90,2.8
469,Baoshan,CN,1578261844,31.41,121.49,57.99,87,84,8.95
470,Tezu,IN,1578261844,27.93,96.16,48.65,94,73,2.57
471,Palmas Bellas,PA,1578261844,9.23,-80.09,89.6,58,20,12.75
472,Lynn Haven,US,1578261647,30.25,-85.65,62.6,31,1,8.05
473,Sezana,SI,1578261844,45.71,13.87,44.01,80,75,4.7
474,Kenai,US,1578261724,60.55,-151.26,0.0,83,75,8.05
475,Terme,TR,1578261844,41.21,36.97,39.2,69,100,5.82
476,Kutum,SD,1578261844,14.2,24.66,55.96,26,0,6.17
477,Saryozek,KZ,1578261844,44.36,77.98,17.37,60,0,3.33
478,Verkhniy baskunchak,KZ,1578261844,48.23,46.72,33.17,64,100,7.05
479,Ahuimanu,US,1578261845,21.44,-157.84,80.6,65,40,11.41
480,Terney,RU,1578261845,45.05,136.61,6.85,80,0,9.98
481,Sabang,PH,1578261844,13.8,121.11,79.0,76,8,7.0
482,Alice,ZA,1578261845,-32.79,26.83,61.93,93,74,2.66
483,Dunedin,NZ,1578261613,-45.87,170.5,54.0,53,39,35.99
484,Palmer,AU,1578261822,-34.85,139.16,68.0,51,1,5.82
485,Gawler,AU,1578261845,-34.6,138.75,68.0,51,63,5.82
486,Half Moon Bay,US,1578261845,37.46,-122.43,61.0,71,1,19.46
487,San Cristobal,HN,1578261845,14.68,-86.92,69.13,77,96,10.8
488,Deputatskiy,RU,1578261845,69.3,139.9,-17.63,82,34,0.54
489,Chernyshevskiy,RU,1578261834,63.01,112.47,9.79,93,100,9.42
490,Itarema,BR,1578261845,-2.92,-39.92,79.92,76,67,8.81
491,Saint-Francois,FR,1578261668,46.42,3.91,35.01,92,0,3.36
492,Magoula,GR,1578261845,38.08,23.52,45.0,86,90,8.05
493,Cayambe,EC,1578261845,0.04,-78.14,68.0,60,20,17.22
494,Port Lincoln,AU,1578261846,-34.72,135.86,61.3,76,78,10.56
495,Praia,BR,1578261729,-20.25,-43.81,78.8,69,20,6.93
496,Khandyga,RU,1578261846,62.65,135.58,-6.75,98,100,3.65
497,Garoua Boulai,CM,1578261846,5.88,14.55,68.32,33,0,6.44
498,Martil,MA,1578261581,35.62,-5.28,57.2,71,2,10.29
499,Tura,RU,1578261846,64.27,100.22,12.61,87,100,8.97
500,Surt,LY,1578261846,31.21,16.59,53.28,70,23,19.6
501,Peniche,PT,1578261846,39.36,-9.38,53.01,81,0,2.24
502,Kaele,CM,1578261846,10.11,14.45,72.18,23,0,8.81
503,Constitucion,MX,1578261804,23.99,-104.67,66.99,12,5,2.24
504,Ambulu,ID,1578261846,-8.35,113.61,80.87,82,100,10.11
505,Tokyo,JP,1578261728,35.68,139.76,44.6,45,20,24.16
506,Jardim,BR,1578261846,-21.48,-56.15,93.18,28,21,5.91
507,Peterhead,AU,1578261846,-34.83,138.5,68.0,51,3,5.82
508,Charters Towers,AU,1578261846,-20.07,146.27,74.03,84,2,8.39
509,Tessalit,ML,1578261724,20.2,1.01,57.83,19,0,9.95
510,Biak,ID,1578261847,-0.91,122.88,81.0,79,100,8.39
511,Viransehir,TR,1578261847,37.24,39.76,42.49,92,100,9.69
512,Hirara,JP,1578261847,24.8,125.28,64.4,82,20,5.82
513,Fujin,CN,1578261847,47.24,132.03,0.05,91,9,4.34
514,Henties Bay,NA,1578261847,-22.12,14.28,63.0,89,83,1.01
515,Alice Springs,AU,1578261665,-23.7,133.88,66.2,82,90,10.29
516,Shimoda,JP,1578261660,34.7,138.93,32.0,82,100,15.12
517,Taksimo,RU,1578261847,56.36,114.84,-8.28,93,18,1.86
518,Millinocket,US,1578261847,45.66,-68.71,26.01,58,90,10.29
519,Chapleau,CA,1578261847,47.85,-83.4,19.4,85,90,5.82
520,Arona,IT,1578261847,45.76,8.56,44.01,68,0,2.24
521,Shache,CN,1578261847,38.42,77.24,18.88,74,100,2.57
522,Woodward,US,1578261848,36.43,-99.39,55.4,32,1,9.17
523,Acapulco,MX,1578261821,16.86,-99.88,84.2,74,40,8.05
524,Kozyatyn,UA,1578261848,49.71,28.83,30.97,92,100,14.05
525,Fairbanks,US,1578261694,64.84,-147.72,-17.0,66,75,3.36
526,Garowe,SO,1578261848,8.41,48.48,75.29,68,100,13.78
527,Adancata,RO,1578261848,47.73,26.3,32.0,100,90,24.16
528,Trat,TH,1578261848,12.25,102.51,78.84,69,2,3.47
529,Amlagora,IN,1578261848,22.83,87.35,59.49,59,0,6.31
530,Gurupi,BR,1578261848,-11.73,-49.07,79.32,89,72,3.38
531,Belmonte,PT,1578261713,40.36,-7.35,41.0,23,0,7.0
532,North Platte,US,1578261848,41.12,-100.77,42.8,35,1,8.05
533,Tel Aviv-Yafo,IL,1578261848,32.08,34.78,53.6,62,1,9.17
534,Payakumbuh,ID,1578261848,-0.23,100.63,64.76,96,25,1.32
535,Lesnoy,RU,1578261848,59.78,52.13,17.55,96,86,6.17
536,Kampene,CD,1578261848,-3.59,26.67,68.65,98,100,0.85
537,Manikpur,IN,1578261848,25.07,81.1,54.84,62,0,2.64
538,Ushibuka,JP,1578261848,32.19,130.02,53.98,60,0,6.67
539,Etzatlan,MX,1578261849,20.77,-104.08,79.0,22,11,3.0
540,Mogadishu,SO,1578261849,2.04,45.34,81.28,84,0,19.22
541,Tigil,RU,1578261849,57.8,158.67,5.47,73,0,4.21
542,Atar,MR,1578261849,20.52,-13.05,56.75,22,0,8.41
543,Yabassi,CM,1578261849,4.46,9.97,80.6,88,20,3.11
544,Majene,ID,1578261849,-3.54,118.97,77.13,81,100,8.99
545,Kerouane,GN,1578261849,12.23,-12.34,75.2,29,0,4.7
546,Bonthe,SL,1578261812,7.53,-12.5,77.38,69,19,7.16
547,Contai,IN,1578261849,21.78,87.75,61.3,54,0,7.9
548,Murashi,RU,1578261849,59.4,48.97,23.86,95,92,7.72
549,Chernogorsk,RU,1578261849,53.83,91.31,23.0,73,97,4.47
550,Khovu-Aksy,RU,1578261849,51.13,93.72,-1.77,85,2,7.34
551,Aba,NG,1578261849,5.11,7.36,75.2,73,78,4.74
552,Renukut,IN,1578261849,24.22,83.04,52.56,66,0,3.06
553,Nabire,ID,1578261850,-3.36,135.5,71.8,96,81,1.79
554,Sinnamary,GF,1578261850,5.38,-52.96,79.74,77,29,12.21
555,Kinablangan,PH,1578261850,7.69,126.55,70.41,93,57,5.46
556,Ahipara,NZ,1578261850,-35.17,173.16,66.0,100,100,1.99
557,Jijiga,ET,1578261850,9.35,42.8,62.69,68,0,6.04
558,Payo,ID,1578261850,-3.75,103.64,68.86,98,100,1.43
559,Margate,AU,1578261850,-43.03,147.26,62.01,58,20,3.36
560,Lekoni,GA,1578261850,-1.58,14.26,79.03,60,84,1.25
561,Wewak,PG,1578261850,-3.55,143.63,77.22,86,100,3.04
562,Pacifica,US,1578261601,37.61,-122.49,60.8,71,1,19.46
563,Vanavara,RU,1578261850,60.35,102.28,11.68,94,100,8.68
